emendaaprovadavalorredu,emendaapresentadavalorredu,emendaaprovadavalorrefor,emendaaprovadavalorcria,emenda,cd_exercicio,nomedoautor,emendaapresentadavalorrefor,emendaapresentadavalorcria,id
0.00,-100000.00,0.00,0.00,3262,2014,JOSE AMERICO,0.00,100000.00,6476
0.00,-100000.00,0.00,0.00,3335,2014,JOSE AMERICO,0.00,100000.00,6467
0.00,-100000.00,0.00,0.00,3266,2014,JOSE AMERICO,0.00,100000.00,6464
0.00,-100000.00,0.00,0.00,3268,2014,JOSE AMERICO,0.00,100000.00,6458
0.00,-100000.00,0.00,0.00,3270,2014,JOSE AMERICO,0.00,100000.00,6450
0.00,-100000.00,0.00,0.00,3269,2014,JOSE AMERICO,0.00,100000.00,6454
0.00,-100000.00,0.00,0.00,3255,2014,JOSE AMERICO,0.00,100000.00,6630
0.00,-200000.00,0.00,0.00,3254,2014,JOSE AMERICO,0.00,200000.00,6633
0.00,-100000.00,0.00,0.00,3256,2014,JOSE AMERICO,0.00,100000.00,6624
0.00,-100000.00,0.00,0.00,3257,2014,JOSE AMERICO,0.00,100000.00,6620
0.00,-100000.00,0.00,0.00,3259,2014,JOSE AMERICO,0.00,100000.00,6593
0.00,-250000.00,0.00,0.00,3258,2014,JOSE AMERICO,0.00,250000.00,6614
0.00,-150000.00,0.00,0.00,3252,2014,JOSE AMERICO,0.00,150000.00,6654
0.00,-250000.00,0.00,0.00,3253,2014,JOSE AMERICO,0.00,250000.00,6640
0.00,-100000.00,0.00,0.00,3332,2014,JOSE AMERICO,0.00,100000.00,5399
0.00,-100000.00,0.00,0.00,3330,2014,JOSE AMERICO,0.00,100000.00,5411
0.00,-100000.00,0.00,0.00,3331,2014,JOSE AMERICO,0.00,100000.00,5407
0.00,-100000.00,0.00,0.00,3333,2014,JOSE AMERICO,0.00,100000.00,5384
0.00,-200000.00,0.00,0.00,3334,2014,JOSE AMERICO,0.00,200000.00,5347
0.00,-9000000.00,0.00,0.00,1961,2014,JOSE AMERICO,9000000.00,0.00,4136
0.00,-3000000.00,0.00,0.00,1960,2014,JOSE AMERICO,3000000.00,0.00,4132
0.00,-500000.00,0.00,0.00,1958,2014,JOSE AMERICO,500000.00,0.00,4116
0.00,-1000000.00,0.00,0.00,1959,2014,JOSE AMERICO,1000000.00,0.00,4118
0.00,-5000000.00,0.00,0.00,1955,2014,JOSE AMERICO,5000000.00,0.00,4109
0.00,-3000000.00,0.00,0.00,1956,2014,JOSE AMERICO,3000000.00,0.00,4111
0.00,-1000000.00,0.00,0.00,1957,2014,JOSE AMERICO,1000000.00,0.00,4113
0.00,-2000000.00,0.00,0.00,1954,2014,JOSE AMERICO,2000000.00,0.00,4084
0.00,-5000000.00,0.00,0.00,1963,2014,JOSE AMERICO,5000000.00,0.00,4151
0.00,-250000.00,0.00,0.00,1962,2014,JOSE AMERICO,250000.00,0.00,4140
0.00,-5250000.00,0.00,0.00,1964,2014,JOSE AMERICO,5250000.00,0.00,4185
0.00,-12000000.00,0.00,4000000.00,2262,2014,JOSE AMERICO,0.00,12000000.00,4345
0.00,-120000.00,0.00,0.00,3289,2014,JOSE AMERICO,0.00,120000.00,6306
0.00,-215000.00,0.00,0.00,3290,2014,JOSE AMERICO,0.00,215000.00,6300
0.00,-300000.00,0.00,0.00,3291,2014,JOSE AMERICO,0.00,300000.00,6296
0.00,-300000.00,0.00,0.00,3293,2014,JOSE AMERICO,0.00,300000.00,6286
0.00,-300000.00,0.00,0.00,3292,2014,JOSE AMERICO,0.00,300000.00,6274
0.00,-120000.00,0.00,0.00,3294,2014,JOSE AMERICO,0.00,120000.00,6264
0.00,-200000.00,0.00,0.00,3296,2014,JOSE AMERICO,0.00,200000.00,6226
0.00,-100000.00,0.00,0.00,3297,2014,JOSE AMERICO,0.00,100000.00,6223
0.00,-100000.00,0.00,0.00,3299,2014,JOSE AMERICO,0.00,100000.00,6218
0.00,-100000.00,0.00,0.00,3298,2014,JOSE AMERICO,0.00,100000.00,6220
0.00,-100000.00,0.00,0.00,3295,2014,JOSE AMERICO,0.00,100000.00,6248
0.00,-400000.00,0.00,0.00,3304,2014,JOSE AMERICO,0.00,400000.00,6194
0.00,-500000.00,0.00,0.00,3305,2014,JOSE AMERICO,0.00,500000.00,6181
0.00,-100000.00,0.00,0.00,3302,2014,JOSE AMERICO,0.00,100000.00,6204
0.00,-350000.00,0.00,0.00,3303,2014,JOSE AMERICO,0.00,350000.00,6197
0.00,-200000.00,0.00,0.00,3301,2014,JOSE AMERICO,0.00,200000.00,6210
0.00,-200000.00,0.00,0.00,3300,2014,JOSE AMERICO,0.00,200000.00,6215
0.00,-250000.00,0.00,0.00,3308,2014,JOSE AMERICO,0.00,250000.00,6136
0.00,-100000.00,0.00,0.00,3309,2014,JOSE AMERICO,0.00,100000.00,6142
0.00,-150000.00,0.00,0.00,3307,2014,JOSE AMERICO,0.00,150000.00,6149
0.00,-500000.00,0.00,0.00,3306,2014,JOSE AMERICO,0.00,500000.00,6162
0.00,-100000.00,0.00,0.00,3324,2014,JOSE AMERICO,0.00,100000.00,6083
0.00,-150000.00,0.00,0.00,3327,2014,JOSE AMERICO,0.00,150000.00,6077
0.00,-400000.00,0.00,0.00,3326,2014,JOSE AMERICO,0.00,400000.00,6078
0.00,-200000.00,0.00,0.00,3325,2014,JOSE AMERICO,0.00,200000.00,6080
0.00,-500000.00,0.00,0.00,3318,2014,JOSE AMERICO,0.00,500000.00,6100
0.00,-100000.00,0.00,0.00,3317,2014,JOSE AMERICO,0.00,100000.00,6107
0.00,-100000.00,0.00,0.00,3320,2014,JOSE AMERICO,0.00,100000.00,6097
0.00,-300000.00,0.00,0.00,3321,2014,JOSE AMERICO,0.00,300000.00,6091
0.00,-100000.00,0.00,0.00,3323,2014,JOSE AMERICO,0.00,100000.00,6086
0.00,-100000.00,0.00,0.00,3322,2014,JOSE AMERICO,0.00,100000.00,6089
0.00,-150000.00,0.00,0.00,3313,2014,JOSE AMERICO,0.00,150000.00,6121
0.00,-100000.00,0.00,0.00,3312,2014,JOSE AMERICO,0.00,100000.00,6123
0.00,-400000.00,0.00,0.00,3311,2014,JOSE AMERICO,0.00,400000.00,6124
0.00,-250000.00,0.00,0.00,3310,2014,JOSE AMERICO,0.00,250000.00,6130
0.00,-600000.00,0.00,0.00,3315,2014,JOSE AMERICO,0.00,600000.00,6116
0.00,-100000.00,0.00,0.00,3314,2014,JOSE AMERICO,0.00,100000.00,6119
0.00,-600000.00,0.00,0.00,3319,2014,JOSE AMERICO,0.00,600000.00,6110
0.00,-100000.00,0.00,0.00,3316,2014,JOSE AMERICO,0.00,100000.00,6112
0.00,-100000.00,0.00,0.00,3328,2014,JOSE AMERICO,0.00,100000.00,5890
0.00,-100000.00,0.00,0.00,3329,2014,JOSE AMERICO,0.00,100000.00,5539
0.00,-10000.00,0.00,0.00,4336,2014,JOSÉ POLICE NETO,0.00,10000.00,5540
0.00,-8000.00,0.00,0.00,4329,2014,JOSÉ POLICE NETO,0.00,8000.00,5420
0.00,-8000.00,0.00,0.00,4325,2014,JOSÉ POLICE NETO,0.00,8000.00,5414
0.00,-66000.00,0.00,0.00,4330,2014,JOSÉ POLICE NETO,0.00,66000.00,5422
0.00,-72000.00,0.00,0.00,4331,2014,JOSÉ POLICE NETO,0.00,72000.00,5423
0.00,-60000.00,0.00,0.00,4332,2014,JOSÉ POLICE NETO,0.00,60000.00,5425
0.00,-50000.00,0.00,0.00,4333,2014,JOSÉ POLICE NETO,0.00,50000.00,5426
0.00,-8000.00,0.00,0.00,4339,2014,JOSÉ POLICE NETO,0.00,8000.00,5549
0.00,-5000.00,0.00,0.00,4340,2014,JOSÉ POLICE NETO,0.00,5000.00,5550
0.00,-8000.00,0.00,0.00,4341,2014,JOSÉ POLICE NETO,0.00,8000.00,5551
0.00,-42000.00,0.00,0.00,4342,2014,JOSÉ POLICE NETO,0.00,42000.00,5552
0.00,-60000.00,0.00,0.00,4343,2014,JOSÉ POLICE NETO,0.00,60000.00,5553
0.00,-50000.00,0.00,0.00,4335,2014,JOSÉ POLICE NETO,0.00,50000.00,5430
0.00,-50000.00,0.00,0.00,4353,2014,JOSÉ POLICE NETO,0.00,50000.00,5567
0.00,-10000.00,0.00,0.00,4354,2014,JOSÉ POLICE NETO,0.00,10000.00,5568
0.00,-5000.00,0.00,0.00,4350,2014,JOSÉ POLICE NETO,0.00,5000.00,5563
0.00,-8000.00,0.00,0.00,4351,2014,JOSÉ POLICE NETO,0.00,8000.00,5564
0.00,-168000.00,0.00,0.00,4352,2014,JOSÉ POLICE NETO,0.00,168000.00,5565
0.00,-10000.00,0.00,0.00,4348,2014,JOSÉ POLICE NETO,0.00,10000.00,5560
0.00,-8000.00,0.00,0.00,4349,2014,JOSÉ POLICE NETO,0.00,8000.00,5561
0.00,-8000.00,0.00,0.00,4337,2014,JOSÉ POLICE NETO,0.00,8000.00,5545
0.00,-8000.00,0.00,0.00,4338,2014,JOSÉ POLICE NETO,0.00,8000.00,5546
0.00,-42000.00,0.00,0.00,4344,2014,JOSÉ POLICE NETO,0.00,42000.00,5555
0.00,-50000.00,0.00,0.00,4345,2014,JOSÉ POLICE NETO,0.00,50000.00,5556
0.00,-50000.00,0.00,0.00,4346,2014,JOSÉ POLICE NETO,0.00,50000.00,5557
0.00,-50000.00,0.00,0.00,4347,2014,JOSÉ POLICE NETO,0.00,50000.00,5558
0.00,-96000.00,0.00,0.00,4362,2014,JOSÉ POLICE NETO,0.00,96000.00,5823
0.00,-50000.00,0.00,0.00,4363,2014,JOSÉ POLICE NETO,0.00,50000.00,5824
0.00,-50000.00,0.00,0.00,4364,2014,JOSÉ POLICE NETO,0.00,50000.00,5825
0.00,-50000.00,0.00,0.00,4365,2014,JOSÉ POLICE NETO,0.00,50000.00,5826
0.00,-10000.00,0.00,0.00,4366,2014,JOSÉ POLICE NETO,0.00,10000.00,5827
0.00,-8000.00,0.00,0.00,4355,2014,JOSÉ POLICE NETO,0.00,8000.00,5571
0.00,-8000.00,0.00,0.00,4356,2014,JOSÉ POLICE NETO,0.00,8000.00,5572
0.00,-8000.00,0.00,0.00,4357,2014,JOSÉ POLICE NETO,0.00,8000.00,5573
0.00,-8000.00,0.00,0.00,4367,2014,JOSÉ POLICE NETO,0.00,8000.00,5829
0.00,-8000.00,0.00,0.00,4368,2014,JOSÉ POLICE NETO,0.00,8000.00,5830
0.00,-8000.00,0.00,0.00,4369,2014,JOSÉ POLICE NETO,0.00,8000.00,5831
0.00,-5000.00,0.00,0.00,4370,2014,JOSÉ POLICE NETO,0.00,5000.00,5832
0.00,-8000.00,0.00,0.00,4371,2014,JOSÉ POLICE NETO,0.00,8000.00,5834
0.00,-54000.00,0.00,0.00,4372,2014,JOSÉ POLICE NETO,0.00,54000.00,5836
0.00,-84000.00,0.00,0.00,4373,2014,JOSÉ POLICE NETO,0.00,84000.00,5837
0.00,-84000.00,0.00,0.00,4374,2014,JOSÉ POLICE NETO,0.00,84000.00,5838
0.00,-8000.00,0.00,0.00,4379,2014,JOSÉ POLICE NETO,0.00,8000.00,5861
0.00,-8000.00,0.00,0.00,4380,2014,JOSÉ POLICE NETO,0.00,8000.00,5866
0.00,-8000.00,0.00,0.00,4381,2014,JOSÉ POLICE NETO,0.00,8000.00,5868
0.00,-50000.00,0.00,0.00,4375,2014,JOSÉ POLICE NETO,0.00,50000.00,5841
0.00,-50000.00,0.00,0.00,4376,2014,JOSÉ POLICE NETO,0.00,50000.00,5843
0.00,-8000.00,0.00,0.00,4359,2014,JOSÉ POLICE NETO,0.00,8000.00,5819
0.00,-78000.00,0.00,0.00,4360,2014,JOSÉ POLICE NETO,0.00,78000.00,5820
0.00,-84000.00,0.00,0.00,4361,2014,JOSÉ POLICE NETO,0.00,84000.00,5821
0.00,-50000.00,0.00,0.00,4377,2014,JOSÉ POLICE NETO,0.00,50000.00,5845
0.00,-10000.00,0.00,0.00,4378,2014,JOSÉ POLICE NETO,0.00,10000.00,5846
0.00,-5000.00,0.00,0.00,4358,2014,JOSÉ POLICE NETO,0.00,5000.00,5575
0.00,-50000.00,0.00,0.00,4334,2014,JOSÉ POLICE NETO,0.00,50000.00,5428
0.00,-8000.00,0.00,0.00,4382,2014,JOSÉ POLICE NETO,0.00,8000.00,5870
0.00,-8000.00,0.00,0.00,4383,2014,JOSÉ POLICE NETO,0.00,8000.00,5872
0.00,-8000.00,0.00,0.00,4386,2014,JOSÉ POLICE NETO,0.00,8000.00,5881
0.00,-8000.00,0.00,0.00,4384,2014,JOSÉ POLICE NETO,0.00,8000.00,5875
0.00,-8000.00,0.00,0.00,4385,2014,JOSÉ POLICE NETO,0.00,8000.00,5877
0.00,-48000.00,0.00,0.00,4395,2014,JOSÉ POLICE NETO,0.00,48000.00,6113
0.00,-30000.00,0.00,0.00,4396,2014,JOSÉ POLICE NETO,0.00,30000.00,6114
0.00,-36000.00,0.00,0.00,4394,2014,JOSÉ POLICE NETO,0.00,36000.00,6111
0.00,-50000.00,0.00,0.00,4398,2014,JOSÉ POLICE NETO,0.00,50000.00,6131
0.00,-50000.00,0.00,0.00,4399,2014,JOSÉ POLICE NETO,0.00,50000.00,6132
0.00,-50000.00,0.00,0.00,4400,2014,JOSÉ POLICE NETO,0.00,50000.00,6133
0.00,-50000.00,0.00,0.00,4401,2014,JOSÉ POLICE NETO,0.00,50000.00,6134
0.00,-36000.00,0.00,0.00,4392,2014,JOSÉ POLICE NETO,0.00,36000.00,6108
0.00,-42000.00,0.00,0.00,4393,2014,JOSÉ POLICE NETO,0.00,42000.00,6109
0.00,-30000.00,0.00,0.00,4390,2014,JOSÉ POLICE NETO,0.00,30000.00,6105
0.00,-30000.00,0.00,0.00,4391,2014,JOSÉ POLICE NETO,0.00,30000.00,6106
0.00,-5000.00,0.00,0.00,4387,2014,JOSÉ POLICE NETO,0.00,5000.00,6101
0.00,-8000.00,0.00,0.00,4388,2014,JOSÉ POLICE NETO,0.00,8000.00,6102
0.00,-42000.00,0.00,0.00,4389,2014,JOSÉ POLICE NETO,0.00,42000.00,6103
0.00,-3500000.00,0.00,0.00,2248,2014,JOSÉ POLICE NETO,0.00,3500000.00,6031
0.00,-50000.00,0.00,0.00,4416,2014,JOSÉ POLICE NETO,0.00,50000.00,6163
0.00,-8000.00,0.00,0.00,4418,2014,JOSÉ POLICE NETO,0.00,8000.00,6172
0.00,-8000.00,0.00,0.00,4419,2014,JOSÉ POLICE NETO,0.00,8000.00,6173
0.00,-5000.00,0.00,0.00,4409,2014,JOSÉ POLICE NETO,0.00,5000.00,6153
0.00,-8000.00,0.00,0.00,4410,2014,JOSÉ POLICE NETO,0.00,8000.00,6154
0.00,-30000.00,0.00,0.00,4411,2014,JOSÉ POLICE NETO,0.00,30000.00,6155
0.00,-30000.00,0.00,0.00,4412,2014,JOSÉ POLICE NETO,0.00,30000.00,6156
0.00,-50000.00,0.00,0.00,4397,2014,JOSÉ POLICE NETO,0.00,50000.00,6129
0.00,-8000.00,0.00,0.00,4406,2014,JOSÉ POLICE NETO,0.00,8000.00,6148
0.00,-30000.00,0.00,0.00,4413,2014,JOSÉ POLICE NETO,0.00,30000.00,6159
0.00,-50000.00,0.00,0.00,4414,2014,JOSÉ POLICE NETO,0.00,50000.00,6160
0.00,-50000.00,0.00,0.00,4415,2014,JOSÉ POLICE NETO,0.00,50000.00,6161
0.00,-8000.00,0.00,0.00,4407,2014,JOSÉ POLICE NETO,0.00,8000.00,6150
0.00,-8000.00,0.00,0.00,4408,2014,JOSÉ POLICE NETO,0.00,8000.00,6151
0.00,-50000.00,0.00,0.00,4402,2014,JOSÉ POLICE NETO,0.00,50000.00,6137
0.00,-50000.00,0.00,0.00,4403,2014,JOSÉ POLICE NETO,0.00,50000.00,6139
0.00,-50000.00,0.00,0.00,4404,2014,JOSÉ POLICE NETO,0.00,50000.00,6140
0.00,-10000.00,0.00,0.00,4405,2014,JOSÉ POLICE NETO,0.00,10000.00,6141
0.00,-10000.00,0.00,0.00,4438,2014,JOSÉ POLICE NETO,0.00,10000.00,6205
0.00,-84000.00,0.00,0.00,4434,2014,JOSÉ POLICE NETO,0.00,84000.00,6200
0.00,-60000.00,0.00,0.00,4435,2014,JOSÉ POLICE NETO,0.00,60000.00,6201
0.00,-50000.00,0.00,0.00,4436,2014,JOSÉ POLICE NETO,0.00,50000.00,6202
0.00,-50000.00,0.00,0.00,4437,2014,JOSÉ POLICE NETO,0.00,50000.00,6203
0.00,-50000.00,0.00,0.00,4426,2014,JOSÉ POLICE NETO,0.00,50000.00,6182
0.00,-10000.00,0.00,0.00,4417,2014,JOSÉ POLICE NETO,0.00,10000.00,6166
0.00,-8000.00,0.00,0.00,4420,2014,JOSÉ POLICE NETO,0.00,8000.00,6175
0.00,-5000.00,0.00,0.00,4421,2014,JOSÉ POLICE NETO,0.00,5000.00,6176
0.00,-8000.00,0.00,0.00,4422,2014,JOSÉ POLICE NETO,0.00,8000.00,6177
0.00,-48000.00,0.00,0.00,4423,2014,JOSÉ POLICE NETO,0.00,48000.00,6178
0.00,-78000.00,0.00,0.00,4424,2014,JOSÉ POLICE NETO,0.00,78000.00,6179
0.00,-78000.00,0.00,0.00,4425,2014,JOSÉ POLICE NETO,0.00,78000.00,6180
0.00,-5000.00,0.00,0.00,4432,2014,JOSÉ POLICE NETO,0.00,5000.00,6195
0.00,-8000.00,0.00,0.00,4433,2014,JOSÉ POLICE NETO,0.00,8000.00,6196
0.00,-8000.00,0.00,0.00,4430,2014,JOSÉ POLICE NETO,0.00,8000.00,6192
0.00,-8000.00,0.00,0.00,4431,2014,JOSÉ POLICE NETO,0.00,8000.00,6193
0.00,-10000.00,0.00,0.00,4429,2014,JOSÉ POLICE NETO,0.00,10000.00,6189
0.00,-50000.00,0.00,0.00,4427,2014,JOSÉ POLICE NETO,0.00,50000.00,6185
0.00,-50000.00,0.00,0.00,4428,2014,JOSÉ POLICE NETO,0.00,50000.00,6186
0.00,-30000.00,0.00,30000.00,4441,2014,JOSÉ POLICE NETO,0.00,30000.00,6266
0.00,-30000.00,0.00,30000.00,4440,2014,JOSÉ POLICE NETO,0.00,30000.00,6261
0.00,-30000.00,0.00,30000.00,4439,2014,JOSÉ POLICE NETO,0.00,30000.00,6251
0.00,-1000.00,0.00,1000.00,4445,2014,JOSÉ POLICE NETO,0.00,1000.00,6283
0.00,-100000.00,0.00,0.00,4446,2014,JOSÉ POLICE NETO,0.00,100000.00,6288
0.00,-25000.00,0.00,25000.00,4442,2014,JOSÉ POLICE NETO,0.00,25000.00,6269
0.00,-25000.00,0.00,25000.00,4443,2014,JOSÉ POLICE NETO,0.00,25000.00,6272
0.00,-15000.00,0.00,15000.00,4444,2014,JOSÉ POLICE NETO,0.00,15000.00,6277
0.00,-25000.00,0.00,0.00,4447,2014,JOSÉ POLICE NETO,0.00,25000.00,6292
0.00,-5250000.00,0.00,0.00,1964,2014,JOSÉ POLICE NETO,5250000.00,0.00,4185
0.00,-250000.00,0.00,0.00,1962,2014,JOSÉ POLICE NETO,250000.00,0.00,4140
0.00,-5000000.00,0.00,0.00,1963,2014,JOSÉ POLICE NETO,5000000.00,0.00,4151
0.00,-2000000.00,0.00,0.00,1954,2014,JOSÉ POLICE NETO,2000000.00,0.00,4084
0.00,-5000000.00,0.00,0.00,1955,2014,JOSÉ POLICE NETO,5000000.00,0.00,4109
0.00,-3000000.00,0.00,0.00,1956,2014,JOSÉ POLICE NETO,3000000.00,0.00,4111
0.00,-1000000.00,0.00,0.00,1959,2014,JOSÉ POLICE NETO,1000000.00,0.00,4118
0.00,-1000000.00,0.00,0.00,1957,2014,JOSÉ POLICE NETO,1000000.00,0.00,4113
0.00,-500000.00,0.00,0.00,1958,2014,JOSÉ POLICE NETO,500000.00,0.00,4116
0.00,-3000000.00,0.00,0.00,1960,2014,JOSÉ POLICE NETO,3000000.00,0.00,4132
0.00,-9000000.00,0.00,0.00,1961,2014,JOSÉ POLICE NETO,9000000.00,0.00,4136
0.00,-8000.00,0.00,0.00,4298,2014,JOSÉ POLICE NETO,0.00,8000.00,5348
0.00,-5000.00,0.00,0.00,4302,2014,JOSÉ POLICE NETO,0.00,5000.00,5354
0.00,-8000.00,0.00,0.00,4299,2014,JOSÉ POLICE NETO,0.00,8000.00,5350
0.00,-8000.00,0.00,0.00,4300,2014,JOSÉ POLICE NETO,0.00,8000.00,5351
0.00,-8000.00,0.00,0.00,4301,2014,JOSÉ POLICE NETO,0.00,8000.00,5352
0.00,-8000.00,0.00,0.00,4303,2014,JOSÉ POLICE NETO,0.00,8000.00,5357
0.00,-30000.00,0.00,0.00,4304,2014,JOSÉ POLICE NETO,0.00,30000.00,5358
0.00,-54000.00,0.00,0.00,4305,2014,JOSÉ POLICE NETO,0.00,54000.00,5359
0.00,-54000.00,0.00,0.00,4306,2014,JOSÉ POLICE NETO,0.00,54000.00,5360
0.00,-42000.00,0.00,0.00,4307,2014,JOSÉ POLICE NETO,0.00,42000.00,5361
0.00,-50000.00,0.00,0.00,4308,2014,JOSÉ POLICE NETO,0.00,50000.00,5363
0.00,-50000.00,0.00,0.00,4309,2014,JOSÉ POLICE NETO,0.00,50000.00,5364
0.00,-50000.00,0.00,0.00,4310,2014,JOSÉ POLICE NETO,0.00,50000.00,5365
0.00,-50000.00,0.00,0.00,4311,2014,JOSÉ POLICE NETO,0.00,50000.00,5366
0.00,-10000.00,0.00,0.00,4312,2014,JOSÉ POLICE NETO,0.00,10000.00,5368
0.00,-8000.00,0.00,0.00,4313,2014,JOSÉ POLICE NETO,0.00,8000.00,5375
0.00,-8000.00,0.00,0.00,4314,2014,JOSÉ POLICE NETO,0.00,8000.00,5376
0.00,-8000.00,0.00,0.00,4315,2014,JOSÉ POLICE NETO,0.00,8000.00,5377
0.00,-5000.00,0.00,0.00,4316,2014,JOSÉ POLICE NETO,0.00,5000.00,5387
0.00,-8000.00,0.00,0.00,4317,2014,JOSÉ POLICE NETO,0.00,8000.00,5388
0.00,-102000.00,0.00,0.00,4318,2014,JOSÉ POLICE NETO,0.00,102000.00,5389
0.00,-48000.00,0.00,0.00,4319,2014,JOSÉ POLICE NETO,0.00,48000.00,5392
0.00,-108000.00,0.00,0.00,4320,2014,JOSÉ POLICE NETO,0.00,108000.00,5393
0.00,-50000.00,0.00,0.00,4321,2014,JOSÉ POLICE NETO,0.00,50000.00,5394
0.00,-8000.00,0.00,0.00,4326,2014,JOSÉ POLICE NETO,0.00,8000.00,5416
0.00,-8000.00,0.00,0.00,4327,2014,JOSÉ POLICE NETO,0.00,8000.00,5417
0.00,-5000.00,0.00,0.00,4328,2014,JOSÉ POLICE NETO,0.00,5000.00,5418
0.00,-50000.00,0.00,0.00,4324,2014,JOSÉ POLICE NETO,0.00,50000.00,5403
0.00,-50000.00,0.00,0.00,4322,2014,JOSÉ POLICE NETO,0.00,50000.00,5397
0.00,-10000.00,0.00,0.00,4323,2014,JOSÉ POLICE NETO,0.00,10000.00,5398
0.00,-8000.00,0.00,0.00,4057,2014,JOSÉ POLICE NETO,0.00,8000.00,4368
0.00,-8000.00,0.00,0.00,4058,2014,JOSÉ POLICE NETO,0.00,8000.00,4369
0.00,-8000.00,0.00,0.00,4056,2014,JOSÉ POLICE NETO,0.00,8000.00,4366
0.00,-15000.00,0.00,0.00,4055,2014,JOSÉ POLICE NETO,0.00,15000.00,4362
0.00,-5000.00,0.00,0.00,4059,2014,JOSÉ POLICE NETO,0.00,5000.00,4423
0.00,-8000.00,0.00,0.00,4060,2014,JOSÉ POLICE NETO,0.00,8000.00,4424
0.00,-54000.00,0.00,0.00,4061,2014,JOSÉ POLICE NETO,0.00,54000.00,4425
0.00,-48000.00,0.00,0.00,4062,2014,JOSÉ POLICE NETO,0.00,48000.00,4426
0.00,-54000.00,0.00,0.00,4063,2014,JOSÉ POLICE NETO,0.00,54000.00,4427
0.00,-50000.00,0.00,0.00,4064,2014,JOSÉ POLICE NETO,0.00,50000.00,4428
0.00,-50000.00,0.00,0.00,4065,2014,JOSÉ POLICE NETO,0.00,50000.00,4429
0.00,-50000.00,0.00,0.00,4066,2014,JOSÉ POLICE NETO,0.00,50000.00,4430
0.00,-10000.00,0.00,0.00,4067,2014,JOSÉ POLICE NETO,0.00,10000.00,4431
0.00,-8000.00,0.00,0.00,4068,2014,JOSÉ POLICE NETO,0.00,8000.00,4432
0.00,-8000.00,0.00,0.00,4069,2014,JOSÉ POLICE NETO,0.00,8000.00,4433
0.00,-8000.00,0.00,0.00,4070,2014,JOSÉ POLICE NETO,0.00,8000.00,4436
0.00,-8000.00,0.00,0.00,4071,2014,JOSÉ POLICE NETO,0.00,8000.00,4437
0.00,-8000.00,0.00,0.00,4072,2014,JOSÉ POLICE NETO,0.00,8000.00,4438
0.00,-5000.00,0.00,0.00,4073,2014,JOSÉ POLICE NETO,0.00,5000.00,4439
0.00,-8000.00,0.00,0.00,4074,2014,JOSÉ POLICE NETO,0.00,8000.00,4440
0.00,-30000.00,0.00,0.00,4075,2014,JOSÉ POLICE NETO,0.00,30000.00,4441
0.00,-30000.00,0.00,0.00,4076,2014,JOSÉ POLICE NETO,0.00,30000.00,4442
0.00,-60000.00,0.00,0.00,4077,2014,JOSÉ POLICE NETO,0.00,60000.00,4443
0.00,-72000.00,0.00,0.00,4078,2014,JOSÉ POLICE NETO,0.00,72000.00,4444
0.00,-66000.00,0.00,0.00,4079,2014,JOSÉ POLICE NETO,0.00,66000.00,4445
0.00,-50000.00,0.00,0.00,4080,2014,JOSÉ POLICE NETO,0.00,50000.00,4446
0.00,-50000.00,0.00,0.00,4081,2014,JOSÉ POLICE NETO,0.00,50000.00,4447
0.00,-50000.00,0.00,0.00,4082,2014,JOSÉ POLICE NETO,0.00,50000.00,4448
0.00,-50000.00,0.00,0.00,4083,2014,JOSÉ POLICE NETO,0.00,50000.00,4449
0.00,-50000.00,0.00,0.00,4084,2014,JOSÉ POLICE NETO,0.00,50000.00,4450
0.00,-10000.00,0.00,0.00,4085,2014,JOSÉ POLICE NETO,0.00,10000.00,4451
0.00,-8000.00,0.00,0.00,4086,2014,JOSÉ POLICE NETO,0.00,8000.00,4452
0.00,-8000.00,0.00,0.00,4087,2014,JOSÉ POLICE NETO,0.00,8000.00,4453
0.00,-8000.00,0.00,0.00,4088,2014,JOSÉ POLICE NETO,0.00,8000.00,4454
0.00,-5000.00,0.00,0.00,4089,2014,JOSÉ POLICE NETO,0.00,5000.00,4455
0.00,-8000.00,0.00,0.00,4090,2014,JOSÉ POLICE NETO,0.00,8000.00,4456
0.00,-108000.00,0.00,0.00,4091,2014,JOSÉ POLICE NETO,0.00,108000.00,4457
0.00,-132000.00,0.00,0.00,4092,2014,JOSÉ POLICE NETO,0.00,132000.00,4458
0.00,-66000.00,0.00,0.00,4093,2014,JOSÉ POLICE NETO,0.00,66000.00,4459
0.00,-50000.00,0.00,0.00,4094,2014,JOSÉ POLICE NETO,0.00,50000.00,4460
0.00,-50000.00,0.00,0.00,4095,2014,JOSÉ POLICE NETO,0.00,50000.00,4461
0.00,-50000.00,0.00,0.00,4096,2014,JOSÉ POLICE NETO,0.00,50000.00,4462
0.00,-10000.00,0.00,0.00,4097,2014,JOSÉ POLICE NETO,0.00,10000.00,4463
0.00,-8000.00,0.00,0.00,4098,2014,JOSÉ POLICE NETO,0.00,8000.00,4464
0.00,-8000.00,0.00,0.00,4099,2014,JOSÉ POLICE NETO,0.00,8000.00,4465
0.00,-8000.00,0.00,0.00,4100,2014,JOSÉ POLICE NETO,0.00,8000.00,4466
0.00,-5000.00,0.00,0.00,4101,2014,JOSÉ POLICE NETO,0.00,5000.00,4467
0.00,-8000.00,0.00,0.00,4102,2014,JOSÉ POLICE NETO,0.00,8000.00,4468
