emendaaprovadavalorredu,emendaapresentadavalorredu,emendaaprovadavalorrefor,emendaaprovadavalorcria,emenda,cd_exercicio,nomedoautor,emendaapresentadavalorrefor,emendaapresentadavalorcria,id
0.00,-750000.00,0.00,0.00,154,2014,ABOU ANNI,0.00,750000.00,24
0.00,-400000.00,0.00,0.00,155,2014,ABOU ANNI,0.00,400000.00,25
0.00,-700000.00,0.00,0.00,156,2014,ABOU ANNI,0.00,700000.00,26
0.00,-320000.00,0.00,0.00,157,2014,ABOU ANNI,0.00,320000.00,27
0.00,-300000.00,0.00,0.00,158,2014,ABOU ANNI,0.00,300000.00,28
0.00,-300000.00,0.00,0.00,159,2014,ABOU ANNI,0.00,300000.00,29
0.00,-300000.00,0.00,0.00,160,2014,ABOU ANNI,0.00,300000.00,30
0.00,-300000.00,0.00,0.00,161,2014,ABOU ANNI,0.00,300000.00,31
0.00,-300000.00,0.00,0.00,162,2014,ABOU ANNI,0.00,300000.00,32
0.00,-50000.00,0.00,0.00,163,2014,ABOU ANNI,0.00,50000.00,33
0.00,-191117.10,0.00,0.00,164,2014,ABOU ANNI,0.00,191117.10,34
0.00,-500000.00,0.00,0.00,165,2014,ABOU ANNI,0.00,500000.00,35
0.00,-1757853.13,0.00,0.00,166,2014,ABOU ANNI,0.00,1757853.13,40
0.00,-10000000.00,0.00,0.00,167,2014,ABOU ANNI,0.00,10000000.00,42
0.00,-300000.00,0.00,0.00,168,2014,ABOU ANNI,0.00,300000.00,62
0.00,-300000.00,0.00,0.00,169,2014,ABOU ANNI,0.00,300000.00,2865
0.00,-2000000.00,0.00,0.00,170,2014,ABOU ANNI,0.00,2000000.00,2875
0.00,-50000000.00,0.00,0.00,171,2014,ABOU ANNI,50000000.00,0.00,2896
0.00,-600000.00,0.00,600000.00,172,2014,ABOU ANNI,0.00,600000.00,6171
0.00,-1050000.00,0.00,1050000.00,173,2014,ABOU ANNI,0.00,1050000.00,6343
0.00,-350000.00,350000.00,0.00,174,2014,ABOU ANNI,350000.00,0.00,6347
0.00,-50000.00,0.00,0.00,175,2014,ABOU ANNI,0.00,50000.00,6521
0.00,-8000000.00,0.00,0.00,176,2014,ABOU ANNI,0.00,8000000.00,6535
0.00,-100000.00,0.00,100000.00,2084,2014,ADILSON AMADEU,0.00,100000.00,6710
0.00,-500000.00,0.00,500000.00,2085,2014,ADILSON AMADEU,0.00,500000.00,6729
0.00,-100000.00,0.00,100000.00,2086,2014,ADILSON AMADEU,0.00,100000.00,6742
0.00,-130000.00,0.00,130000.00,2087,2014,ADILSON AMADEU,0.00,130000.00,6767
0.00,-100000.00,0.00,100000.00,2088,2014,ADILSON AMADEU,0.00,100000.00,6777
0.00,-200000.00,0.00,200000.00,2089,2014,ADILSON AMADEU,0.00,200000.00,6792
0.00,-140000.00,0.00,140000.00,2090,2014,ADILSON AMADEU,0.00,140000.00,6801
0.00,-250000.00,0.00,250000.00,2091,2014,ADILSON AMADEU,0.00,250000.00,7218
0.00,-130000.00,0.00,130000.00,2092,2014,ADILSON AMADEU,0.00,130000.00,7227
0.00,-350000.00,0.00,350000.00,2093,2014,ADILSON AMADEU,0.00,350000.00,7235
0.00,-20000.00,0.00,0.00,1978,2014,ADILSON AMADEU,0.00,20000.00,5431
0.00,-10000.00,0.00,0.00,1979,2014,ADILSON AMADEU,0.00,10000.00,5432
0.00,-10000.00,0.00,0.00,1980,2014,ADILSON AMADEU,0.00,10000.00,5433
0.00,-50000.00,0.00,0.00,1981,2014,ADILSON AMADEU,0.00,50000.00,5434
0.00,-20000.00,0.00,0.00,1982,2014,ADILSON AMADEU,0.00,20000.00,5435
0.00,-20000.00,0.00,0.00,1983,2014,ADILSON AMADEU,0.00,20000.00,5436
0.00,-100000.00,0.00,0.00,1984,2014,ADILSON AMADEU,0.00,100000.00,5437
0.00,-20000.00,0.00,0.00,1985,2014,ADILSON AMADEU,0.00,20000.00,5438
0.00,-30000.00,0.00,0.00,1986,2014,ADILSON AMADEU,0.00,30000.00,5439
0.00,-20000.00,0.00,0.00,1987,2014,ADILSON AMADEU,0.00,20000.00,5440
0.00,-20000.00,0.00,0.00,1988,2014,ADILSON AMADEU,0.00,20000.00,5441
0.00,-20000.00,0.00,0.00,1989,2014,ADILSON AMADEU,0.00,20000.00,5442
0.00,-40000.00,0.00,0.00,1990,2014,ADILSON AMADEU,0.00,40000.00,5443
0.00,-40000.00,0.00,0.00,1991,2014,ADILSON AMADEU,0.00,40000.00,5444
0.00,-20000.00,0.00,0.00,1992,2014,ADILSON AMADEU,0.00,20000.00,5445
0.00,-50000.00,0.00,0.00,1993,2014,ADILSON AMADEU,0.00,50000.00,5446
0.00,-200000.00,0.00,0.00,1994,2014,ADILSON AMADEU,0.00,200000.00,5447
0.00,-100000.00,0.00,0.00,1995,2014,ADILSON AMADEU,0.00,100000.00,5448
0.00,-300000.00,0.00,0.00,1996,2014,ADILSON AMADEU,0.00,300000.00,5449
0.00,-40000.00,0.00,0.00,1997,2014,ADILSON AMADEU,0.00,40000.00,5450
0.00,-20000.00,0.00,0.00,1998,2014,ADILSON AMADEU,0.00,20000.00,5451
0.00,-50000.00,0.00,0.00,1999,2014,ADILSON AMADEU,0.00,50000.00,5452
0.00,-100000.00,0.00,0.00,2000,2014,ADILSON AMADEU,0.00,100000.00,5453
0.00,-40000.00,0.00,0.00,2001,2014,ADILSON AMADEU,0.00,40000.00,5454
0.00,-200000.00,0.00,0.00,2002,2014,ADILSON AMADEU,0.00,200000.00,5455
0.00,-10000.00,0.00,0.00,2003,2014,ADILSON AMADEU,0.00,10000.00,5456
0.00,-20000.00,0.00,0.00,2004,2014,ADILSON AMADEU,0.00,20000.00,5457
0.00,-40000.00,0.00,0.00,2005,2014,ADILSON AMADEU,0.00,40000.00,5458
0.00,-10000.00,0.00,0.00,2006,2014,ADILSON AMADEU,0.00,10000.00,5459
0.00,-10000.00,0.00,0.00,2007,2014,ADILSON AMADEU,0.00,10000.00,5460
0.00,-10000.00,0.00,0.00,2008,2014,ADILSON AMADEU,0.00,10000.00,5461
0.00,-10000.00,0.00,0.00,2009,2014,ADILSON AMADEU,0.00,10000.00,5462
0.00,-10000.00,0.00,0.00,2010,2014,ADILSON AMADEU,0.00,10000.00,5463
0.00,-100000.00,0.00,0.00,2011,2014,ADILSON AMADEU,0.00,100000.00,5464
0.00,-10000.00,0.00,0.00,2012,2014,ADILSON AMADEU,0.00,10000.00,5465
0.00,-10000.00,0.00,0.00,2013,2014,ADILSON AMADEU,0.00,10000.00,5466
0.00,-10000.00,0.00,0.00,2014,2014,ADILSON AMADEU,0.00,10000.00,5467
0.00,-1000.00,0.00,0.00,2015,2014,ADILSON AMADEU,0.00,1000.00,5468
0.00,-1000.00,0.00,0.00,2016,2014,ADILSON AMADEU,0.00,1000.00,5469
0.00,-10000.00,0.00,0.00,2017,2014,ADILSON AMADEU,0.00,10000.00,5470
0.00,-1000.00,0.00,0.00,2018,2014,ADILSON AMADEU,0.00,1000.00,5471
0.00,-30000.00,0.00,0.00,2019,2014,ADILSON AMADEU,0.00,30000.00,5472
0.00,-30000.00,0.00,0.00,2020,2014,ADILSON AMADEU,0.00,30000.00,5473
0.00,-1000.00,0.00,0.00,2021,2014,ADILSON AMADEU,0.00,1000.00,5474
0.00,-30000.00,0.00,0.00,2022,2014,ADILSON AMADEU,0.00,30000.00,5475
0.00,-80000.00,0.00,0.00,2023,2014,ADILSON AMADEU,0.00,80000.00,5476
0.00,-30000.00,0.00,0.00,2024,2014,ADILSON AMADEU,0.00,30000.00,5477
0.00,-1000000.00,0.00,0.00,2025,2014,ADILSON AMADEU,0.00,1000000.00,5478
0.00,-400000.00,0.00,0.00,2026,2014,ADILSON AMADEU,0.00,400000.00,5479
0.00,-300000.00,0.00,0.00,2027,2014,ADILSON AMADEU,0.00,300000.00,5480
0.00,-50000.00,0.00,0.00,2028,2014,ADILSON AMADEU,0.00,50000.00,5481
0.00,-50000.00,0.00,0.00,2029,2014,ADILSON AMADEU,0.00,50000.00,5482
0.00,-1000000.00,0.00,0.00,2030,2014,ADILSON AMADEU,0.00,1000000.00,5483
0.00,-100000.00,0.00,0.00,2031,2014,ADILSON AMADEU,0.00,100000.00,5484
0.00,-100000.00,0.00,0.00,2032,2014,ADILSON AMADEU,0.00,100000.00,5485
0.00,-200000.00,0.00,0.00,2033,2014,ADILSON AMADEU,0.00,200000.00,5486
0.00,-100000.00,0.00,0.00,2034,2014,ADILSON AMADEU,0.00,100000.00,5487
0.00,-100000.00,0.00,0.00,2035,2014,ADILSON AMADEU,0.00,100000.00,5488
0.00,-100000.00,0.00,0.00,2036,2014,ADILSON AMADEU,0.00,100000.00,5489
0.00,-100000.00,0.00,0.00,2037,2014,ADILSON AMADEU,0.00,100000.00,5490
0.00,-100000.00,0.00,0.00,2038,2014,ADILSON AMADEU,0.00,100000.00,5491
0.00,-100000.00,0.00,0.00,2039,2014,ADILSON AMADEU,0.00,100000.00,5492
0.00,-100000.00,0.00,0.00,2040,2014,ADILSON AMADEU,0.00,100000.00,5493
0.00,-100000.00,0.00,0.00,2041,2014,ADILSON AMADEU,0.00,100000.00,5494
0.00,-50000.00,0.00,0.00,2042,2014,ADILSON AMADEU,0.00,50000.00,5495
0.00,-200000.00,0.00,0.00,2043,2014,ADILSON AMADEU,0.00,200000.00,5496
0.00,-100000.00,0.00,0.00,2044,2014,ADILSON AMADEU,0.00,100000.00,5497
0.00,-100000.00,0.00,0.00,2045,2014,ADILSON AMADEU,0.00,100000.00,5498
0.00,-50000.00,0.00,0.00,2046,2014,ADILSON AMADEU,0.00,50000.00,5499
0.00,-50000.00,0.00,0.00,2047,2014,ADILSON AMADEU,0.00,50000.00,5500
0.00,-50000.00,0.00,0.00,2048,2014,ADILSON AMADEU,0.00,50000.00,5501
0.00,-100000.00,0.00,0.00,2049,2014,ADILSON AMADEU,0.00,100000.00,5502
0.00,-50000.00,0.00,0.00,2050,2014,ADILSON AMADEU,0.00,50000.00,5503
0.00,-50000.00,0.00,0.00,2051,2014,ADILSON AMADEU,0.00,50000.00,5504
0.00,-100000.00,0.00,0.00,2052,2014,ADILSON AMADEU,0.00,100000.00,5505
0.00,-50000.00,0.00,0.00,2053,2014,ADILSON AMADEU,0.00,50000.00,5506
0.00,-200000.00,0.00,0.00,2054,2014,ADILSON AMADEU,0.00,200000.00,5507
0.00,-500000.00,0.00,0.00,2055,2014,ADILSON AMADEU,0.00,500000.00,5509
0.00,-400000.00,0.00,0.00,2056,2014,ADILSON AMADEU,0.00,400000.00,5510
0.00,-400000.00,0.00,0.00,2057,2014,ADILSON AMADEU,0.00,400000.00,5511
0.00,-300000.00,0.00,0.00,2058,2014,ADILSON AMADEU,0.00,300000.00,5512
0.00,-200000.00,0.00,0.00,2059,2014,ADILSON AMADEU,0.00,200000.00,5513
0.00,-20000.00,0.00,0.00,2060,2014,ADILSON AMADEU,0.00,20000.00,5514
0.00,-300000.00,0.00,0.00,2061,2014,ADILSON AMADEU,0.00,300000.00,5515
0.00,-200000.00,0.00,0.00,2062,2014,ADILSON AMADEU,0.00,200000.00,5516
0.00,-200000.00,0.00,0.00,2063,2014,ADILSON AMADEU,0.00,200000.00,5517
0.00,-200000.00,0.00,0.00,2064,2014,ADILSON AMADEU,0.00,200000.00,5518
0.00,-100000.00,0.00,0.00,2065,2014,ADILSON AMADEU,0.00,100000.00,5519
0.00,-100000.00,0.00,0.00,2066,2014,ADILSON AMADEU,0.00,100000.00,5520
0.00,-300000.00,0.00,0.00,2067,2014,ADILSON AMADEU,0.00,300000.00,5521
0.00,-300000.00,0.00,0.00,2068,2014,ADILSON AMADEU,0.00,300000.00,5522
0.00,-100000.00,0.00,0.00,2069,2014,ADILSON AMADEU,0.00,100000.00,5523
0.00,-2000000.00,0.00,0.00,2070,2014,ADILSON AMADEU,0.00,2000000.00,5524
0.00,-200000.00,0.00,0.00,2071,2014,ADILSON AMADEU,0.00,200000.00,5525
0.00,-200000.00,0.00,0.00,2072,2014,ADILSON AMADEU,0.00,200000.00,5526
0.00,-1300000.00,0.00,0.00,2073,2014,ADILSON AMADEU,0.00,1300000.00,5527
0.00,-1500000.00,0.00,0.00,2074,2014,ADILSON AMADEU,0.00,1500000.00,5528
0.00,-300000.00,0.00,0.00,2075,2014,ADILSON AMADEU,0.00,300000.00,5529
0.00,-1500000.00,0.00,0.00,2076,2014,ADILSON AMADEU,0.00,1500000.00,5530
0.00,-50000.00,0.00,0.00,2077,2014,ADILSON AMADEU,0.00,50000.00,5531
0.00,-50000.00,0.00,0.00,2078,2014,ADILSON AMADEU,0.00,50000.00,5532
0.00,-50000.00,0.00,0.00,2079,2014,ADILSON AMADEU,0.00,50000.00,5533
0.00,-200000.00,0.00,0.00,2080,2014,ADILSON AMADEU,0.00,200000.00,5534
0.00,-1800000.00,0.00,0.00,2081,2014,ADILSON AMADEU,0.00,1800000.00,5535
0.00,-1200000.00,0.00,0.00,2082,2014,ADILSON AMADEU,0.00,1200000.00,5536
0.00,-2000000.00,0.00,0.00,2083,2014,ADILSON AMADEU,0.00,2000000.00,5538
0.00,-300000.00,0.00,0.00,1847,2014,ALFREDINHO,0.00,300000.00,5412
0.00,-100000.00,0.00,0.00,1848,2014,ALFREDINHO,0.00,100000.00,5542
0.00,-300000.00,0.00,300000.00,1849,2014,ALFREDINHO,0.00,300000.00,5840
0.00,-100000.00,0.00,100000.00,1850,2014,ALFREDINHO,0.00,100000.00,5852
0.00,-100000.00,0.00,100000.00,1851,2014,ALFREDINHO,0.00,100000.00,6033
0.00,-300000.00,0.00,300000.00,1852,2014,ALFREDINHO,0.00,300000.00,6082
0.00,-100000.00,0.00,100000.00,1853,2014,ALFREDINHO,0.00,100000.00,6087
0.00,-700000.00,0.00,700000.00,1854,2014,ALFREDINHO,0.00,700000.00,6090
0.00,-200000.00,0.00,0.00,1855,2014,ALFREDINHO,0.00,200000.00,6096
0.00,-15000000.00,0.00,0.00,1801,2014,ALFREDINHO,0.00,15000000.00,4273
0.00,-2000000.00,0.00,0.00,1802,2014,ALFREDINHO,0.00,2000000.00,4274
0.00,-500000.00,0.00,0.00,1803,2014,ALFREDINHO,0.00,500000.00,4275
0.00,-500000.00,0.00,0.00,1804,2014,ALFREDINHO,0.00,500000.00,4276
0.00,-4000000.00,0.00,0.00,1805,2014,ALFREDINHO,0.00,4000000.00,4277
0.00,-4000000.00,0.00,0.00,1806,2014,ALFREDINHO,0.00,4000000.00,4278
0.00,-2500000.00,0.00,0.00,1807,2014,ALFREDINHO,0.00,2500000.00,4279
0.00,-3000000.00,0.00,0.00,1808,2014,ALFREDINHO,0.00,3000000.00,4280
0.00,-4000000.00,0.00,0.00,1809,2014,ALFREDINHO,0.00,4000000.00,4281
0.00,-2500000.00,0.00,0.00,1810,2014,ALFREDINHO,0.00,2500000.00,4282
0.00,-2500000.00,0.00,0.00,1811,2014,ALFREDINHO,0.00,2500000.00,4283
0.00,-2500000.00,0.00,0.00,1812,2014,ALFREDINHO,0.00,2500000.00,4284
0.00,-5000000.00,0.00,0.00,1813,2014,ALFREDINHO,0.00,5000000.00,4285
0.00,-4000000.00,0.00,0.00,1814,2014,ALFREDINHO,0.00,4000000.00,4286
0.00,-4000000.00,0.00,0.00,1815,2014,ALFREDINHO,0.00,4000000.00,4287
0.00,-200000.00,0.00,0.00,1816,2014,ALFREDINHO,0.00,200000.00,4288
0.00,-4000000.00,0.00,0.00,1817,2014,ALFREDINHO,0.00,4000000.00,4289
0.00,-200000.00,0.00,200000.00,1818,2014,ALFREDINHO,0.00,200000.00,4296
0.00,-200000.00,0.00,200000.00,1819,2014,ALFREDINHO,0.00,200000.00,4299
0.00,-4000000.00,0.00,0.00,1820,2014,ALFREDINHO,0.00,4000000.00,4300
0.00,-15000000.00,0.00,0.00,1821,2014,ALFREDINHO,0.00,15000000.00,4302
0.00,-2500000.00,0.00,0.00,1822,2014,ALFREDINHO,0.00,2500000.00,4303
0.00,-4000000.00,0.00,0.00,1823,2014,ALFREDINHO,0.00,4000000.00,4304
0.00,-1000000.00,0.00,0.00,1824,2014,ALFREDINHO,0.00,1000000.00,4305
0.00,-700000.00,0.00,0.00,1825,2014,ALFREDINHO,0.00,700000.00,4306
0.00,-4000000.00,0.00,0.00,1826,2014,ALFREDINHO,0.00,4000000.00,4307
0.00,-380000.00,0.00,0.00,1827,2014,ALFREDINHO,0.00,380000.00,4308
0.00,-6000000.00,0.00,0.00,1828,2014,ALFREDINHO,0.00,6000000.00,4309
0.00,-500000.00,0.00,0.00,1829,2014,ALFREDINHO,0.00,500000.00,4310
0.00,-5000000.00,0.00,0.00,1830,2014,ALFREDINHO,0.00,5000000.00,4311
0.00,-1600000.00,0.00,0.00,1831,2014,ALFREDINHO,0.00,1600000.00,4312
0.00,-1012646.00,0.00,0.00,1832,2014,ALFREDINHO,0.00,1012646.00,4313
0.00,-100000.00,0.00,0.00,1833,2014,ALFREDINHO,0.00,100000.00,4314
0.00,-500000.00,0.00,0.00,1834,2014,ALFREDINHO,0.00,500000.00,4315
0.00,-700000.00,0.00,0.00,1835,2014,ALFREDINHO,0.00,700000.00,4317
0.00,-1000000.00,0.00,0.00,1836,2014,ALFREDINHO,0.00,1000000.00,4320
0.00,-60000.00,0.00,0.00,1837,2014,ALFREDINHO,0.00,60000.00,4321
0.00,-60000.00,0.00,0.00,1838,2014,ALFREDINHO,0.00,60000.00,4322
0.00,-50000.00,0.00,0.00,1839,2014,ALFREDINHO,0.00,50000.00,4323
0.00,-50000.00,0.00,0.00,1840,2014,ALFREDINHO,0.00,50000.00,4324
0.00,-120000.00,0.00,0.00,1841,2014,ALFREDINHO,0.00,120000.00,4325
0.00,-144021.17,0.00,0.00,1842,2014,ALFREDINHO,0.00,144021.17,4326
0.00,-100000.00,0.00,0.00,1843,2014,ALFREDINHO,0.00,100000.00,5367
0.00,-300000.00,0.00,0.00,1844,2014,ALFREDINHO,0.00,300000.00,5380
0.00,-100000.00,0.00,0.00,1845,2014,ALFREDINHO,0.00,100000.00,5383
0.00,-1000000.00,0.00,0.00,1846,2014,ALFREDINHO,0.00,1000000.00,5405
0.00,-2500000.00,0.00,0.00,1857,2014,ALFREDINHO,0.00,2500000.00,6973
0.00,-1500000.00,0.00,0.00,1858,2014,ALFREDINHO,0.00,1500000.00,6982
0.00,-1500000.00,0.00,0.00,1859,2014,ALFREDINHO,0.00,1500000.00,6989
0.00,-10000000.00,0.00,0.00,1860,2014,ALFREDINHO,0.00,10000000.00,6994
0.00,-2500000.00,0.00,0.00,1856,2014,ALFREDINHO,0.00,2500000.00,6965
0.00,-100000.00,0.00,0.00,2234,2014,ANDREA MATARAZZO,0.00,100000.00,6954
0.00,-200000.00,0.00,0.00,2946,2014,ANDREA MATARAZZO,200000.00,0.00,6961
0.00,-360000.00,0.00,0.00,2233,2014,ANDREA MATARAZZO,0.00,360000.00,6945
0.00,-400000.00,0.00,0.00,2945,2014,ANDREA MATARAZZO,400000.00,0.00,6917
0.00,-80000.00,0.00,80000.00,2232,2014,ANDREA MATARAZZO,0.00,80000.00,6842
0.00,-50000.00,0.00,50000.00,2231,2014,ANDREA MATARAZZO,0.00,50000.00,6793
0.00,-100000.00,0.00,100000.00,2230,2014,ANDREA MATARAZZO,0.00,100000.00,6771
0.00,-50000.00,0.00,50000.00,2229,2014,ANDREA MATARAZZO,0.00,50000.00,6749
0.00,-100000.00,0.00,100000.00,2228,2014,ANDREA MATARAZZO,0.00,100000.00,6732
0.00,-150000.00,0.00,150000.00,2227,2014,ANDREA MATARAZZO,0.00,150000.00,6701
0.00,-150000.00,150000.00,0.00,2944,2014,ANDREA MATARAZZO,150000.00,0.00,6682
0.00,-500000.00,500000.00,0.00,2942,2014,ANDREA MATARAZZO,500000.00,0.00,6526
0.00,-250000.00,250000.00,0.00,2943,2014,ANDREA MATARAZZO,250000.00,0.00,6655
0.00,-210400000.00,0.00,0.00,2935,2014,ANDREA MATARAZZO,210400000.00,0.00,6354
0.00,-34000000.00,0.00,0.00,2936,2014,ANDREA MATARAZZO,34000000.00,0.00,6398
0.00,-150000.00,150000.00,0.00,2938,2014,ANDREA MATARAZZO,150000.00,0.00,6408
0.00,-150000.00,150000.00,0.00,2939,2014,ANDREA MATARAZZO,150000.00,0.00,6412
0.00,-50000.00,0.00,50000.00,2940,2014,ANDREA MATARAZZO,50000.00,0.00,6436
0.00,-70000.00,0.00,70000.00,2941,2014,ANDREA MATARAZZO,70000.00,0.00,6439
0.00,0.00,0.00,0.00,0,2014,ANDREA MATARAZZO,0.00,0.00,7683
0.00,-16000000.00,0.00,0.00,2920,2014,ANDREA MATARAZZO,16000000.00,0.00,5406
0.00,-3000000.00,0.00,0.00,2921,2014,ANDREA MATARAZZO,3000000.00,0.00,5410
0.00,-7100000.00,0.00,0.00,2922,2014,ANDREA MATARAZZO,7100000.00,0.00,5415
0.00,-16400000.00,0.00,0.00,2918,2014,ANDREA MATARAZZO,16400000.00,0.00,5395
0.00,-15200000.00,0.00,0.00,2919,2014,ANDREA MATARAZZO,15200000.00,0.00,5401
0.00,-12500000.00,0.00,0.00,2914,2014,ANDREA MATARAZZO,12500000.00,0.00,5372
0.00,-6700000.00,0.00,0.00,2916,2014,ANDREA MATARAZZO,6700000.00,0.00,5378
0.00,-11000000.00,0.00,0.00,2917,2014,ANDREA MATARAZZO,11000000.00,0.00,5390
0.00,-7500000.00,0.00,0.00,2913,2014,ANDREA MATARAZZO,7500000.00,0.00,5369
0.00,-5000000.00,0.00,0.00,2915,2014,ANDREA MATARAZZO,5000000.00,0.00,5374
0.00,-8700000.00,0.00,0.00,2912,2014,ANDREA MATARAZZO,8700000.00,0.00,5362
0.00,-11000000.00,0.00,0.00,2904,2014,ANDREA MATARAZZO,11000000.00,0.00,4694
0.00,-6700000.00,0.00,0.00,2905,2014,ANDREA MATARAZZO,6700000.00,0.00,4695
0.00,-7100000.00,0.00,0.00,2906,2014,ANDREA MATARAZZO,7100000.00,0.00,4696
0.00,-6500000.00,0.00,0.00,2908,2014,ANDREA MATARAZZO,6500000.00,0.00,5335
0.00,-6600000.00,0.00,0.00,2909,2014,ANDREA MATARAZZO,6600000.00,0.00,5341
0.00,-9000000.00,0.00,0.00,2910,2014,ANDREA MATARAZZO,9000000.00,0.00,5345
0.00,-9300000.00,0.00,0.00,2911,2014,ANDREA MATARAZZO,9300000.00,0.00,5353
0.00,-150000.00,150000.00,0.00,2937,2014,ANDREA MATARAZZO,150000.00,0.00,4416
0.00,-3000000.00,0.00,0.00,2902,2014,ANDREA MATARAZZO,3000000.00,0.00,4684
0.00,-9500000.00,0.00,0.00,2903,2014,ANDREA MATARAZZO,9500000.00,0.00,4690
0.00,-250000.00,0.00,0.00,1962,2014,ANDREA MATARAZZO,250000.00,0.00,4140
0.00,-5000000.00,0.00,0.00,1963,2014,ANDREA MATARAZZO,5000000.00,0.00,4151
0.00,-5250000.00,0.00,0.00,1964,2014,ANDREA MATARAZZO,5250000.00,0.00,4185
0.00,-2000000.00,0.00,0.00,1954,2014,ANDREA MATARAZZO,2000000.00,0.00,4084
0.00,-5000000.00,0.00,0.00,1955,2014,ANDREA MATARAZZO,5000000.00,0.00,4109
0.00,-3000000.00,0.00,0.00,1956,2014,ANDREA MATARAZZO,3000000.00,0.00,4111
0.00,-1000000.00,0.00,0.00,1957,2014,ANDREA MATARAZZO,1000000.00,0.00,4113
0.00,-500000.00,0.00,0.00,1958,2014,ANDREA MATARAZZO,500000.00,0.00,4116
0.00,-1000000.00,0.00,0.00,1959,2014,ANDREA MATARAZZO,1000000.00,0.00,4118
0.00,-3000000.00,0.00,0.00,1960,2014,ANDREA MATARAZZO,3000000.00,0.00,4132
0.00,-9000000.00,0.00,0.00,1961,2014,ANDREA MATARAZZO,9000000.00,0.00,4136
0.00,-250000000.00,0.00,0.00,2934,2014,ANDREA MATARAZZO,250000000.00,0.00,6127
0.00,-8800000.00,0.00,0.00,2931,2014,ANDREA MATARAZZO,8800000.00,0.00,5570
0.00,-6200000.00,0.00,0.00,2933,2014,ANDREA MATARAZZO,6200000.00,0.00,5822
0.00,-8000000.00,0.00,0.00,2924,2014,ANDREA MATARAZZO,8000000.00,0.00,5429
0.00,-10400000.00,0.00,0.00,2926,2014,ANDREA MATARAZZO,10400000.00,0.00,5548
0.00,-6400000.00,0.00,0.00,2923,2014,ANDREA MATARAZZO,6400000.00,0.00,5421
0.00,-8100000.00,0.00,0.00,2927,2014,ANDREA MATARAZZO,8100000.00,0.00,5554
0.00,-8100000.00,0.00,0.00,2925,2014,ANDREA MATARAZZO,8100000.00,0.00,5544
0.00,-11300000.00,0.00,0.00,2928,2014,ANDREA MATARAZZO,11300000.00,0.00,5559
0.00,-8100000.00,0.00,0.00,2929,2014,ANDREA MATARAZZO,8100000.00,0.00,5562
0.00,-5400000.00,0.00,0.00,2930,2014,ANDREA MATARAZZO,5400000.00,0.00,5566
0.00,-4600000.00,0.00,0.00,2932,2014,ANDREA MATARAZZO,4600000.00,0.00,5574
0.00,-6300000.00,0.00,0.00,2907,2014,ANDREA MATARAZZO,6300000.00,0.00,4699
0.00,-9000000.00,0.00,0.00,1961,2014,ARI FRIEDENBACH,9000000.00,0.00,4136
0.00,-3000000.00,0.00,0.00,1960,2014,ARI FRIEDENBACH,3000000.00,0.00,4132
0.00,-1000000.00,0.00,0.00,1959,2014,ARI FRIEDENBACH,1000000.00,0.00,4118
0.00,-500000.00,0.00,0.00,1958,2014,ARI FRIEDENBACH,500000.00,0.00,4116
0.00,-1000000.00,0.00,0.00,1957,2014,ARI FRIEDENBACH,1000000.00,0.00,4113
0.00,-3000000.00,0.00,0.00,1956,2014,ARI FRIEDENBACH,3000000.00,0.00,4111
0.00,-5000000.00,0.00,0.00,1955,2014,ARI FRIEDENBACH,5000000.00,0.00,4109
0.00,-2000000.00,0.00,0.00,1954,2014,ARI FRIEDENBACH,2000000.00,0.00,4084
0.00,-500000.00,0.00,500000.00,3,2014,ARI FRIEDENBACH,0.00,500000.00,4096
0.00,-750000.00,0.00,750000.00,7,2014,ARI FRIEDENBACH,0.00,750000.00,4100
0.00,-100000.00,0.00,100000.00,9,2014,ARI FRIEDENBACH,0.00,100000.00,4101
0.00,-100000.00,0.00,100000.00,8,2014,ARI FRIEDENBACH,0.00,100000.00,4102
0.00,-100000.00,0.00,100000.00,1,2014,ARI FRIEDENBACH,0.00,100000.00,4103
0.00,-100000.00,0.00,100000.00,5,2014,ARI FRIEDENBACH,0.00,100000.00,4104
0.00,-100000.00,0.00,100000.00,4,2014,ARI FRIEDENBACH,0.00,100000.00,4093
0.00,-150000.00,0.00,150000.00,2,2014,ARI FRIEDENBACH,0.00,150000.00,4094
0.00,-100000.00,0.00,100000.00,6,2014,ARI FRIEDENBACH,0.00,100000.00,4107
0.00,-5250000.00,0.00,0.00,1964,2014,ARI FRIEDENBACH,5250000.00,0.00,4185
0.00,-5000000.00,0.00,0.00,1963,2014,ARI FRIEDENBACH,5000000.00,0.00,4151
0.00,-250000.00,0.00,0.00,1962,2014,ARI FRIEDENBACH,250000.00,0.00,4140
0.00,-100000.00,0.00,0.00,1787,2014,ARI FRIEDENBACH,0.00,100000.00,6530
0.00,-900000.00,0.00,0.00,1786,2014,ARI FRIEDENBACH,0.00,900000.00,6523
0.00,-100000.00,0.00,0.00,1788,2014,ARI FRIEDENBACH,0.00,100000.00,6536
0.00,-200000.00,0.00,0.00,1790,2014,ARI FRIEDENBACH,0.00,200000.00,6546
0.00,-1000000.00,0.00,0.00,1789,2014,ARI FRIEDENBACH,0.00,1000000.00,6544
0.00,-50000.00,0.00,0.00,2334,2014,ARSELINO TATTO,0.00,50000.00,6657
0.00,-60000.00,0.00,0.00,2322,2014,ARSELINO TATTO,0.00,60000.00,6658
